tweet_id,customer_text,human_intent,predicted_intent,human_escalation,predicted_escalation,draft_reply,reason,top_similarity
958773,"@AmazonHelp I lost my prime, my order history (important for my business). It's been a nightmare.",account_login,non_action_or_context,yes,True,"I'm so sorry to hear about the trouble with your Prime membership and order history. Since this requires looking into your specific account details, please reach out to us directly so we can investigate and help you sort this out as quickly as possible.","The customer is reporting a loss of Prime membership and critical business order history, which requires account-specific investigation and assistance beyond general troubleshooting.",0.3912558490603451
1379362,@AmazonHelp No thanks. I will go for other alternatives. Thanks for all your help.,non_action_or_context,non_action_or_context,yes,True,,"The customer is rejecting further assistance and stating they will use alternative options, making the historical evidence insufficient to resolve the interaction without human oversight.",0.407393370789494
2367927,@AmazonHelp Vous pouvez venir en pv ?,non_action_or_context,non_action_or_context,yes,False,"Bonjour, vous pouvez nous envoyer un message privé afin que nous puissions regarder cela ensemble.",Sufficient historical evidence supports guiding the customer to direct messages for assistance.,0.5090538683550896
2841812,"@AmazonHelp ah non je ne l'ai pas eu en effet, mais j'ai bien un numéro de suivi étrange ?",non_action_or_context,non_action_or_context,yes,True,,"The customer is asking about an unusual tracking number regarding a missing package, which requires account access and verification that goes beyond standard canned responses.",0.4486098884785066
930153,@AmazonHelp Pretty much the same that I’m getting here. That I have no way to get a receipt for charges on a credit card in my name.,payment_issue,payment_issue,yes,True,"I apologize for the frustration regarding your credit card receipt. Since I am unable to resolve this issue directly, I am escalating your request to a specialist who can assist you further.","The historical evidence is insufficient to address credit card receipt requests, so the query must be escalated to a human agent.",0.2553236709064025
1595361,@AmazonHelp 😣😣,non_action_or_context,non_action_or_context,yes,False,"No te pongas triste, estamos aquí para ayudarte. Cuéntanos qué sucede para poder brindarte más información.","The customer expressed sadness with emojis, similar to historical evidence 1, and can be supported with a friendly message without needing account access.",1.0
1968346,@AmazonHelp Is this e-mail something that’s supposed to be received right after the chat? Because I have yet to receive it.,non_action_or_context,non_action_or_context,yes,False,We would like to look into this chat transcript issue further for you. Please reach out to us in real time through our contact page so we can assist.,"The customer is asking about a chat follow-up email, and we can guide them to contact support in real time for assistance, similar to the historical evidence.",0.3159847568215522
333162,"@AmazonHelp WHY CAN'T YOU MENTION THE ORDER VALUE,BECAUSE AFTER SOME TIME YOU WILL SAY"" AS PER CO. POLICY WE WON'T REFUND THE FULL AMOUNT"".",refund_issue,refund_issue,yes,True,,"The historical evidence is insufficient and ambiguous regarding order value policies, requiring human agent intervention.",0.243978352772536
1013777,"@AmazonHelp found it and cancelled, in the meantime we thought the card had been hacked, and got a new debit card.",payment_issue,cancel_order,yes,True,,"The customer mentions getting a new debit card due to concerns about their account being hacked, which involves sensitive financial security matters that require human intervention.",0.3004651612107261
153602,"@AmazonHelp ""We intended to deliver your order 202-0976605-6919522 on 24-Nov.

We’re sorry to tell you that there may be a delay in delivering your order. Please allow an additional day or two for the parcel to arrive"".",delivery_issue,non_action_or_context,yes,False,"I'm very sorry for the delay with your delivery! In rare cases, unforeseen delays can occur. To review your available options for this order, please reach out to us here: https://t.co/JzP7hlA23B",Sufficient historical evidence is available to guide the customer to real-time support for a delayed package.,0.8650340419380808
31332,@AmazonHelp Saying arriving Friday,non_action_or_context,non_action_or_context,yes,True,,"The customer's message is ambiguous and lacks specific details regarding an order or issue, making the historical evidence insufficient to provide a resolution without further information.",0.5313181911286381
2290879,@AmazonHelp Have sent it.,non_action_or_context,non_action_or_context,yes,False,Thanks for providing that information. We are looking into this and will follow up with an update as soon as possible.,"The customer's message matches standard historical support interactions where they are confirming they have sent requested details, and the issue can be handled by acknowledging receipt and stating that an update will follow.",0.839640658934913
1260156,@AmazonHelp Should perhaps have mentioned it's the .co.uk site.,non_action_or_context,non_action_or_context,yes,False,Thanks for clarifying. Please reach out to us directly through our support link so we can investigate this further for you: https://t.co/JzP7hlA23B,The customer clarified their site location and provided sufficient context to direct them to the appropriate support channel based on historical evidence.,0.574250403317384
1216300,@AmazonHelp I don't want your sorry. I want my money back which I paid for a service which you are unable to provide.,refund_issue,refund_issue,yes,False,I understand your frustration regarding the service. Please reach out to our support team via phone or chat through this link: https://t.co/EKXRLsnxJu so we can look into this for you.,The historical evidence provides clear guidance to direct the customer to contact support via phone or chat to look into refund and service issues.,0.4079402671006884
2311434,@AmazonHelp Its resolved now. Thanks. I hope it will not happen again !,non_action_or_context,non_action_or_context,yes,False,We are glad to hear your issue has been resolved! Please reach out again if you need any further assistance in the future.,"The customer's issue is already resolved and they are just thanking support, so no escalation is needed.",0.3321883701770003
2406880,@AmazonHelp Seems like customer trickery and will help ppl like us to choose other stores. Anything you can do to help here?,non_action_or_context,non_action_or_context,yes,False,We want to make this right for you. Please reach out to us via phone or chat through our support link so we can review available options and assist you further: https://t.co/hApLpMlfHN,The historical evidence provides a standard escalation path for customer concerns regarding pricing or policy issues.,0.2756064040592571
486751,"@AmazonHelp I understand the premise of confirming the card the first time you use it, though. It just stinks I couldn't use my new card for my holiday shopping.",payment_issue,payment_issue,yes,False,"We are very sorry to hear about your frustrating experience with your holiday shopping. Without sharing any personal details, could you tell us a bit more about what is going on so we can help?",The historical evidence provides a relevant empathetic response strategy for handling frustration with holiday shopping issues without needing account access.,0.2696053485658505
2726730,@AmazonHelp No I don't want to replace or return I just want my money back. Refund my money immediately and tell to your people collect your article.,refund_issue,refund_issue,yes,False,I understand you would like a refund and a pickup for the item. Please reach out to us via phone or chat so we can review your account and assist you with this process.,The historical evidence supports guiding the customer to contact support via phone or chat to look into refund options.,0.492893060868194
2633224,@AmazonHelp @115817 I forwarded my information to them. Still waiting for a response.,non_action_or_context,non_action_or_context,yes,False,Thanks for providing that information. An account specialist should be in touch with you shortly.,The historical evidence provides a clear precedent for acknowledging that information has been sent and advising that a specialist will be in touch shortly.,0.4969886517945923
963233,@AmazonHelp Without my consent my order has been delayed &amp; it's updated as on customer request. MAY I KNOW WHY? HOW DARE U GUYS TO UPDATE THE WRONG INFO,delivery_issue,delivery_issue,yes,False,"I'm sorry for the frustration caused by the unexpected delay and the incorrect update on your order. Please reach out to our support team here: https://t.co/vlvfJr4nN9, and they will be happy to look into this for you right away.",The customer is upset about an unauthorized delivery delay and incorrect status update. Historical evidence provides a standard support escalation link and apology to handle this exact situation.,0.2984791077760697
2032982,@AmazonHelp I'm already pretty angry and this is not helping at all. Do you do this to try and wind people up?,non_action_or_context,non_action_or_context,yes,True,,"The customer is expressing extreme frustration and the historical evidence does not provide a direct resolution strategy for this level of anger, requiring human intervention.",0.3918900659484481
2129437,"@AmazonHelp (1) No it does not, I also would like to know who the WH Deals shipped my order from cause I received a completed damaged item and would",product_issue,product_issue,yes,False,I'm sorry to hear that your item arrived completely damaged. Please reach out to us at https://t.co/TxK11z5H93 so we can look into this and assist you further.,The historical evidence provides a direct link and protocol for handling inquiries where the customer needs further investigation regarding a damaged or problematic order.,0.3469121614144691
281624,"@AmazonHelp Tengo un pedido pendiente de entrega para hoy,pero aqui no aparece nadie",non_action_or_context,non_action_or_context,yes,False,Hola. ¿Podrías confirmarnos la fecha de entrega indicada en los detalles de tu pedido para revisar lo que ocurre con el envío?,La evidencia histórica permite solicitar detalles sobre la fecha de entrega para orientar al cliente de manera adecuada.,0.360130124798363
1140873,@AmazonHelp Mais les colis sans grande valeur tel la coque du smartphone commandé est arrivée dans ma boîte aux lettres sans problème aujourd'hui.,non_action_or_context,non_action_or_context,yes,False,"Bonjour, nous sommes ravis que votre article ait bien été livré dans votre boîte aux lettres aujourd'hui. N'hésitez pas à nous contacter si vous avez besoin d'assistance supplémentaire.","The customer is simply sharing positive feedback about a successful delivery, requiring a polite acknowledgment without needing further escalation or policy intervention.",0.4893142378183261
2814475,"@AmazonHelp お早い対応ありがとうございます！
助かりました！",non_action_or_context,non_action_or_context,yes,False,お役に立てて何よりでございます。また何かご不明な点がございましたら、いつでもお気軽にお知らせください。,"The customer is simply expressing gratitude, and based on historical evidence, a polite acknowledgment and offer for further assistance is sufficient.",1.0
1660098,"@AmazonHelp Damn it, people! How effing hard is it for you to actually reply to people RIGHT???? Once again, you replied to YOURSELF!!!",non_action_or_context,non_action_or_context,yes,True,,The historical evidence shows low similarity scores and does not provide a direct resolution strategy for handling a customer complaining about a system error where the support team replied to themselves.,0.2534072462721846
787865,@AmazonHelp Ok!! Thank you,non_action_or_context,non_action_or_context,no,False,You're very welcome! Please feel free to reach out again if you need anything else.,"The customer is simply expressing gratitude, and the historical evidence provides clear, polite responses for this situation.",1.0
2161778,@AmazonHelp This i have done 10 times. i have had chat and call everything but still no written confirmation on my product return request . Amazon india is cheater.. #amazonneedmy15k,return_replacement,return_replacement,yes,True,,"The customer is demanding written confirmation after multiple contacts and expressing high frustration with accusations of cheating, while the historical evidence only shows weak or general deflection strategies that do not resolve the specific request for written confirmation.",0.2714460591622996
1735218,@AmazonHelp No I had an email saying I needed to fax information to Amazon from a legitimate Amazon email address before I could access my account.,account_login,account_login,yes,False,We want to make sure your account is secure. Please check out our helpful tips for identifying authentic communications from Amazon at https://t.co/blrpObs8r8.,"The customer is concerned about a suspicious email regarding account access, and historical evidence provides a direct resource for verifying authentic Amazon emails.",0.2422790860986923
1181440,@AmazonHelp I know my order is eligible for a free return but I'm being charged $1 for printing the return label @ UPS? I don't own a printer??,return_replacement,return_replacement,yes,True,"I'm sorry for any frustration with the return label fee. Because we are unable to access account details through social media, please reach out to us directly so we can look into this for you.","The historical evidence is insufficient to resolve specific billing and return label disputes, and account-specific details cannot be viewed on this platform.",0.3057112474336096
373287,@AmazonHelp I spoke to someone and emailed. Nothing immediate. I have to wait to hear back. I am worried about account security.,account_login,account_login,yes,True,I am connecting you with a human support specialist right away to review your account security concerns.,"The customer is expressing urgent concerns regarding account security, and the available historical evidence does not provide a direct resolution for security-related issues, requiring human intervention.",0.3349622704704201
2859765,"@AmazonHelp Time to declare war, I think.",non_action_or_context,non_action_or_context,yes,True,I'm sorry to hear that you're feeling this way. Could you please share more details about the issue you're experiencing so we can help?,"The customer's message is ambiguous and aggressive, and the historical evidence does not provide a clear resolution strategy for this specific type of statement, requiring human intervention.",0.4366300889562998
114363,"@AmazonHelp Already rang them, got nothing, the hatchlings are now dead so what's the point? Anyone in #doncasterisgreat could have pointed them in the right direction but your drivers don't care about animal welfare just the money. 😡 https://t.co/qFZPuF2SJw",non_action_or_context,non_action_or_context,yes,True,I am so sorry to hear about this distressing experience with your delivery and the animals. Please reach out to us via phone or chat so we can look into what happened and assist you further: https://t.co/JzP7hlA23B,"The customer is reporting a critical animal welfare issue resulting from a delivery failure, which requires immediate human intervention and investigation beyond automated support.",0.2267047853878055
600310,@AmazonHelp Schönen ersten Advent noch! Vielen Dank für die fixe Antwort!,non_action_or_context,non_action_or_context,yes,False,Gerne! Dir ebenfalls einen schönen ersten Advent!,"The customer is just expressing gratitude and wishing a happy first Advent, which can be politely acknowledged using historical evidence.",0.6741568534282826
277083,@AmazonHelp Don't try to fool me. This is second time for same products. Will take up this with your CEO Mr Amit Agarwal shortly,non_action_or_context,non_action_or_context,yes,True,I'm sorry to hear about your ongoing experience and will ensure your feedback is shared internally.,"The customer is frustrated about a recurring issue with the same products and is threatening to escalate the matter to the CEO, requiring human intervention.",0.2925321753487069
596766,"@AmazonHelp I have just sent an email, how long will it take to be replied to?",non_action_or_context,non_action_or_context,yes,True,,"The historical evidence does not contain information regarding email response times, requiring escalation to a human agent.",0.454450050531884
990370,"@AmazonHelp Nein hatte ich noch nicht. Kann mir aber nur schwer vorstellen, dass es sich um einen Bug handelt. Ist eher schwach programmiert.",non_action_or_context,non_action_or_context,yes,False,"Melde dich am besten direkt bei unserem Kundenservice, damit die Kollegen sich das genauer ansehen und dir weiterhelfen können: https://t.co/5RHhEVutwe","The customer is expressing frustration about a technical issue, and based on historical evidence, directing them to the customer service team is the appropriate resolution strategy.",0.3080892053066679
1490345,@AmazonHelp Turns out they lied about delivery time. They just dropped it off at 10:25pm. Thanks tho,delivery_issue,delivery_issue,yes,True,,"The customer is reporting a late, dishonest delivery update, and the historical evidence does not provide a direct resolution strategy for this specific complaint, requiring human intervention.",0.3009696315076582
1387781,"@AmazonHelp Yes, thanks. Hopefully it is getting resolved as we speak",non_action_or_context,non_action_or_context,yes,False,We are glad to hear that. Please let us know if you need any further assistance as we work on this for you.,"The customer is expressing hope that their issue is being resolved, and we can acknowledge this politely without needing escalation.",0.3679520339115236
369270,@AmazonHelp I received a defective item before my Prime subscription expired. Have to return it. Can I reorder &amp; get 2 day ship again to replace item?,return_replacement,return_replacement,yes,True,,The historical evidence has a low similarity score and does not provide a clear resolution for reordering with Prime shipping after membership expiration.,0.4050430531261788
787915,@AmazonHelp 12 hours ??? @115821 @117795 @118919 https://t.co/e5arQ4QJ2n,non_action_or_context,non_action_or_context,yes,True,,The historical evidence is ambiguous and insufficient to address the customer's specific concern regarding a long wait time.,0.5472710338508388
13144,@AmazonHelp Sorry to have to say this. But you all are idiots. Once more email completely ignoring my query and giving template reply,non_action_or_context,delivery_issue,yes,True,,"The historical evidence shows simple acknowledgment or redirection, but the customer is expressing high frustration due to repeated template replies, requiring human intervention to properly address the query.",0.3327438005365261
280675,@AmazonHelp I am not able to login,account_login,account_login,yes,False,Apologies for the trouble signing in. Please reach out to our support team here: https://t.co/vlvfJr4nN9 so we can look into this for you.,Sufficient historical evidence is available to guide the customer to support for login issues.,0.6576016380877162
2790631,@AmazonHelp I got the information. Thanks ...,non_action_or_context,non_action_or_context,yes,False,You're very welcome! Please feel free to reach out again if you need any further assistance.,"The customer is simply expressing gratitude and confirming they received the needed information, which can be handled with a standard polite closing.",0.5636299307482113
2176351,"@AmazonHelp If your company policy hurting customer sentiments and spoiling time and occassions, should this type of policy will continue or discontinue",non_action_or_context,non_action_or_context,yes,True,,"The customer is questioning company policy and expressing general dissatisfaction without providing specific order or account details, requiring human intervention.",0.307608100222129
1110779,"@AmazonHelp いつも30分くらいで来てたのでなんでかなーっと思ってたところでした！
ご丁寧にありがとうございます！🙏",non_action_or_context,non_action_or_context,yes,False,温かいお言葉をいただきありがとうございます！今後ともよろしくお願いいたします。,The customer is expressing gratitude and no further action or escalation is required.,1.0
500676,@AmazonHelp Just sent a chat noting my experience &amp; I was able to get on the phone w someone to remove the charge but I am all but certain I'm ending my account. I've just had too many security issues and now that there's been an actually charge I just don't trust @115821 w my financial info,payment_issue,account_login,yes,True,"We are sorry to hear about your security concerns and decision to close your account. Because this involves account security and sensitive financial information, we are escalating your case to our specialized support team to assist you further.","The customer is expressing serious security concerns and intent to close their account due to unauthorized charges, requiring human escalation for account security matters.",0.2818324950250856
1714262,@AmazonHelp this is hilarious it's just straight up a bot now,non_action_or_context,non_action_or_context,yes,True,We apologize for any frustration. Please reach out to us here for further assistance: https://t.co/JzP7hlA23B,"The customer is accusing the support channel of being a bot and expressing frustration, requiring human intervention.",0.3536632633307036
1103611,"@AmazonHelp well not like the original one was delivered at all, prime or not",delivery_issue,non_action_or_context,yes,False,I'm sorry to hear there was an issue with your delivery. Could you please clarify if the item was shipped and sold by Amazon or a third-party seller so we can look into this further?,"The customer is complaining about a delivery issue, and the historical evidence provides a relevant clarifying question about the seller to help investigate.",0.2764380548608797
2600217,"@AmazonHelp Vendido por Amazon.
Star Wars: Battlefront II - Edición estándar para PS4.
Salía hoy a la venta.
Si me avisáis antes, lo hubiese comprado en cualquier otro sitio. ☹️",delivery_issue,non_action_or_context,yes,False,Lamentamos los inconvenientes con la entrega de tu juego. Te recomiendo contactar directamente con nuestro Soporte al Cliente para que puedan revisar los detalles de tu pedido y ayudarte de la mejor manera a través del siguiente enlace: https://t.co/OjvUxwnzPe,"The customer is complaining about a release-day delivery issue, and based on historical evidence, the appropriate action is to direct them to Customer Support via the provided link.",0.3632986580572203
2514693,@AmazonHelp Parcels are being left on pavements or with bogus neighbours. Asking about carrier options and basically told nothing you can do,delivery_issue,non_action_or_context,yes,False,I'm sorry to hear about the issues with your recent deliveries being left in inappropriate locations. Could you let me know if these delivery issues are happening with a specific carrier?,The historical evidence provides a relevant troubleshooting strategy to ask about the specific carrier involved in the delivery issues.,0.2687130474175677
473363,"@AmazonHelp Jop, sollte Gestern kommen... Ihr könnt nicht mit Prime und einer Lieferung binnen 3 Tagen für ein Produkt werben, wenn Ihr oder eurer Partner es nicht Liefern kann... Ich finde das Unfair gegenüber des Kunden, der auch am Wochenende in einen Laden gehen kann. https://t.co/eq0OyGdeSc",delivery_issue,non_action_or_context,yes,False,"Es tut uns leid, dass deine Lieferung nicht pünktlich angekommen ist. Bitte wende dich an unseren Kundenservice, damit sich die Kollegen das genaue Problem ansehen können: https://t.co/va1VRoK7GS","The customer is complaining about a delayed Prime delivery, and based on historical evidence, the appropriate action is to direct them to customer support to check the status.",0.285901416567251
701326,@AmazonHelp They were supposed to be delivered by today bt there r still no updates,delivery_issue,non_action_or_context,yes,False,"I'm sorry to hear your package hasn't arrived. Since we aren't able to access your account details through social media, please reach out to us here for direct assistance: https://t.co/hApLpMlfHN","The customer is inquiring about a delayed delivery, which can be appropriately handled by directing them to standard support channels as shown in the historical evidence.",0.4844660061863535
2616435,@AmazonHelp You betcha ✍️,non_action_or_context,non_action_or_context,no,False,We would love to help you with this! Please reach out to us here so we can look into it further: https://t.co/JzP7hlA23B,"The historical evidence provides a clear template for handling brief, conversational customer messages by directing them to a secure support link.",1.0
1047278,"@AmazonHelp Not had any updates yet, if I didn't go on Sony's blog I wouldn't have known - this is the item: https://t.co/gfh5ZLuHtb",order_status,non_action_or_context,yes,False,We apologize for the lack of updates regarding your order. Please reach out to us via direct message with the details so we can take a closer look and assist you further.,"The customer is inquiring about a lack of updates on an item, which can be addressed by guiding them to our support channel for further assistance.",0.2752663633473322
379933,@AmazonHelp Is it Amazon courier or something else?? Give me d Agartala address and contact number..I will contact them by myself..,delivery_issue,non_action_or_context,yes,True,"I'm unable to provide specific local delivery hub addresses or direct phone numbers, but I can check the status of your delivery if you share your order details via DM.","The historical evidence is insufficient to handle the request for local delivery hub addresses and contact numbers directly, requiring human agent assistance.",0.3890514497526135
2200755,@AmazonHelp Good morning tried to use your chat services this morning but it doesn’t give the option for chat on the link you sent me. Only email or phone. I have a bad cough at present to chat is the better option. Please help. https://t.co/OaHbfyh4q5,non_action_or_context,non_action_or_context,yes,False,Good morning! We understand you prefer to use chat today. Please reach out to us through the contact options available in section three at https://t.co/StjNhAIWdH to connect with a chat representative.,"The customer is having trouble finding the chat option and historical evidence provides the correct guidance link to access chat, phone, and email support options.",0.2435847870245667
2385782,@AmazonHelp Order detail-403-9958424-1981160. Pls provide resolution.,non_action_or_context,non_action_or_context,yes,False,I understand you need assistance with your recent order. Please share your details securely through our official support link so we can assist you further.,"The customer provided an order ID, and based on historical evidence, we should direct them to share their details securely via a support link without exposing personal info publicly.",0.4007332585715712
977814,@AmazonHelp Called your customer support at 180030009009. Didn't get any update from them.,non_action_or_context,non_action_or_context,yes,False,We apologize for the unpleasant experience with our support team. Please share your details here: https://t.co/GIJyeYqKE0 so we can look into this right away.,Sufficient historical evidence available to guide the response requesting details for further assistance.,0.409685970546378
183434,@AmazonHelp Ridiculous,non_action_or_context,non_action_or_context,yes,True,,"The customer's message is extremely vague and lacks details about the issue, making the historical evidence ambiguous and insufficient to provide a specific resolution.",0.5009828231953943
2766377,"@AmazonHelp It never was given, not that I remember. I pre-ordered them, so I expected them to arrive closer to the release dates. But now it's been weeks since their release and still no dispatch.",delivery_issue,non_action_or_context,yes,True,,The historical evidence is insufficient to address a delayed pre-order that has not yet dispatched after several weeks without inventing delivery promises or accessing account details.,0.2691518865985632
676866,"@AmazonHelp Never works. No result from the last time, I can't even call the customer service",non_action_or_context,non_action_or_context,yes,True,"I'm incredibly sorry you didn't hear back from us previously, and I apologize for the difficulty you're experiencing with reaching support. Because of these ongoing issues, I am escalating your case to our support team so we can assist you properly.","The customer reported a lack of follow-up from previous contacts and difficulty reaching customer service, requiring human escalation.",0.2957916428734841
2441720,"@AmazonHelp ok, will do thank you for replying",non_action_or_context,non_action_or_context,no,False,You're very welcome! Please feel free to reach out if you need any further assistance. Have a wonderful day!,"The customer is simply expressing gratitude and acknowledging instructions. The historical evidence provides clear, polite closing responses to guide a fresh, non-verbatim reply.",0.6044666224818048
2787696,@AmazonHelp I'll send you guys a DM!,non_action_or_context,non_action_or_context,yes,False,We will keep an eye out for your message!,"The customer stated they will send a direct message, and historical evidence supports acknowledging this waiting state.",0.8334698733014525
1395793,@AmazonHelp Mandei print de detalhes do envio inbox.,non_action_or_context,non_action_or_context,yes,True,,The customer sent a direct message with shipping details that require human agent review to resolve the specific order issue.,0.3810459176119227
1986995,"@AmazonHelp Wouldn’t mind but I was going into town with 4 kids one 7 months to get quite a lot and thought I’d order these things to save traipsing the kids round all the shops. One was baby milk. Thought,will arrive the next day. I order loads from yourselves but this has put me right off.",delivery_issue,non_action_or_context,yes,True,"I'm sorry to hear about the delay, especially with essentials like baby milk. Since the evidence and options are limited for resolving this specific delivery frustration directly here, I'm going to connect you with a member of our support team who can look into this further for you.","The historical evidence is insufficient to fully resolve the customer's delivery issue regarding essential items like baby milk, so escalation to a human agent is necessary.",0.192337189860022
2317036,@AmazonHelp Please follow me so I can DM you ;),non_action_or_context,non_action_or_context,yes,False,"You can send us a direct message directly here, and we'll be happy to help you.",Sufficient historical evidence shows we can assist the customer via direct message without needing to follow them first.,1.0000000000000002
38561,@AmazonHelp J’espère bien haha,non_action_or_context,non_action_or_context,no,False,Restez bien à l'affût pour ne rien rater !,"The customer's message is a casual remark ('I hope so haha') in response to a previous interaction, and does not require escalation as it asks no specific service question.",0.6283520352048075
362429,@AmazonHelp oh you have taken action every day. the latest after 5 days of waiting is lost in transit ordering me a new one. a bit of a joke this prime,delivery_issue,delivery_issue,yes,True,,"The historical evidence shows very low similarity scores and does not provide a sufficient resolution strategy for a lost in transit prime order and customer frustration, requiring human intervention.",0.2238404363370287
2677989,@AmazonHelp Every time I try to send details about the fact your company has screwed me over the send button is not working,product_issue,product_issue,yes,False,"We are sorry to hear about this experience. Without sharing any personal or account details here, could you please tell us a bit more about what happened so we can assist you?","The customer is experiencing a technical issue with the send button, and we can guide them to reach out directly through alternative support links or ask for details without sensitive information, similar to historical handling.",0.256890814858192
741526,@AmazonHelp checked them and there's nothing there. i've never had a problem receiving emails from amazon before and i haven't changed my email or anything on my account :(,account_login,account_login,yes,True,,"The customer is experiencing ongoing issues not receiving emails and the historical evidence does not provide a direct resolution, requiring further assistance.",0.3332992475950778
1091280,@AmazonHelp HUH?  So let me see I order thousands of dollars from Amazon and I have to do what? I have asked my neighbors they got shit,delivery_issue,non_action_or_context,yes,True,,"The customer is extremely frustrated and the historical evidence does not provide a sufficient or clear resolution for this specific type of delivery issue, requiring human intervention.",0.2607766169056728
2269127,@AmazonHelp I guess when it comes to Christmas - DO NOT TRUST the Amazon website!,non_action_or_context,non_action_or_context,yes,False,"We are sorry to hear about your experience. Without sharing any personal information, could you please tell us a bit more about what happened so we can assist you?","The historical evidence provides a clear strategy to ask the customer for more details without requesting personal information, allowing us to handle the initial inquiry.",0.3413646711547143
1373383,@AmazonHelp Nope! 18-20th. Not acceptable,delivery_issue,non_action_or_context,yes,False,We want a specialist to review this delivery timeframe with you. Please reach out to us here: https://t.co/uOVUa2NSbq so we can look into it further.,The customer is unhappy with the delivery dates and the historical evidence provides a direct link for a specialist to assist with the issue.,0.5449641006400967
442841,@AmazonHelp All my claims about cashback are settled thanks amazon,non_action_or_context,non_action_or_context,no,False,"We are happy to hear that your cashback claims have been resolved, and thank you for letting us know.","The issue has already been resolved by the customer, and the historical evidence provides a clear precedent for acknowledging positive updates.",0.9112002377280688
816326,@AmazonHelp Sept 11 then last week it magically changed to the 16th to 20th.,delivery_issue,non_action_or_context,yes,False,I'm sorry for the delay and the change in your delivery date. Please reach out to us directly through our support link so we can investigate this delivery issue for you.,The historical evidence suggests directing the customer to contact support for order tracking assistance when delivery dates change.,0.3209009581554122
1047943,@AmazonHelp Are you sure I am having your words now and I will show these prices with apple also how they can give their product,non_action_or_context,non_action_or_context,yes,True,,"The customer's inquiry regarding pricing comparisons with Apple and the validity of their current interaction is ambiguous, and the historical evidence does not provide a direct resolution strategy for this specific type of query.",0.3121581026903108
2285799,"@AmazonHelp Ca je m'en doute, ce qui me chiffonne c'est que ça participe au clivage hommes/femmes. Parce qu'en plus, j'ai regardé ce qu'il y avait dans ces catégories et c'est quasiment la même chose, alors une telle différenciation est vraiment dommage.",non_action_or_context,non_action_or_context,yes,True,,"The historical evidence is weak, ambiguous, and insufficient to address the customer's feedback regarding gender categorization.",0.3173116098295191
205965,"@AmazonHelp It used to say ""Dispatching today, delivery tomorrow"", now it says ""Dispatching tomorrow, delivery Wednesday"".",delivery_issue,delivery_issue,yes,False,There may be a brief delay with the dispatch process for your order. Please let us know if it does not dispatch as currently advised.,The historical evidence provides a clear precedent on how to address changing dispatch dates by asking the customer to monitor the status and report back if it misses the updated timeline.,0.5185215670961608
409343,"@AmazonHelp All taken care of. Stellar work.
Rahul 2020",non_action_or_context,non_action_or_context,no,False,@Rahul That's wonderful to hear! Please feel free to reach back out if you need assistance with anything else.,"The customer is simply expressing satisfaction that their issue is resolved, matching strong historical support examples where a friendly closing acknowledgement is sufficient.",0.5379444615801953
2448297,@AmazonHelp I just got it after the expected time :(,delivery_issue,non_action_or_context,yes,False,"Thanks for letting us know it arrived, even though it was past the expected time. We apologize for the delay.","The customer is confirming receipt of their delayed item, similar to resolved cases in the evidence, so no escalation is needed.",0.4515991863674612
1530923,@AmazonHelp Yes loads of times and still nothing,product_issue,non_action_or_context,yes,False,We are sorry to hear that. Please reach out to our support team directly through our help page so we can look into this further for you.,"The historical evidence provides a direct path to direct the customer to support links, and no sensitive account access or policy invention is required.",0.4187678873536072
2755639,"@AmazonHelp it was supposed to be Saturday the 18 but got delayed, tracking showed it out for delivery today but just got another delayed message.",delivery_issue,delivery_issue,yes,False,"We apologize for the continued delay with your delivery. When you have a moment, please reach out to us here: https://t.co/WMBVtoUSEX so we can take a closer look into this for you.",The historical evidence provides a standard escalation link and approach for delayed deliveries.,0.3268676355861866
2364686,@AmazonHelp Form compilata! 😊,non_action_or_context,non_action_or_context,yes,False,Grazie per aver condiviso i tuoi dati. Il nostro team ti contatterà al più presto.,Sufficient historical evidence available to acknowledge the form submission professionally.,0.7124368984074632
1596998,@AmazonHelp De la première paire que je renvoie,non_action_or_context,non_action_or_context,yes,True,,"The customer's message is brief and ambiguous regarding a returned item, and the historical evidence does not provide a specific resolution strategy for this context.",0.4178912806131697
843606,"@AmazonHelp Je suis moins film mais je les regarde. Au niveau Français c'est mieux mais je suis très compliqué ! Dany Boon je n'aime pas plus que ça, j'ai vu Rien à Déclarer que j'ai apprécié mais ces autres films ne m'attire pas plus que ça",non_action_or_context,non_action_or_context,yes,True,,"The customer's message is a casual remark about their movie preferences and does not require customer support assistance or invoke any Amazon policy, making historical evidence insufficient for a standard support resolution.",0.3706799784898582
1537563,"@AmazonHelp I received package from different order today, so I don't know what...'because the employee did not have access to the delivery location' is",delivery_issue,delivery_issue,yes,True,,The historical evidence is insufficient to address receiving an incorrect item from a different order and the confusion regarding the delivery status message.,0.2475803188416314
176374,"@AmazonHelp Sorry,  but in a return I would have waited 2 months to get the book back to the US, and 2 months to get it back, added to the 2 that I have already waited it’s 6 months since I placed the order! it’s a lot of time, I do not agree with it",return_replacement,return_replacement,yes,False,We completely understand your frustration regarding the lengthy delivery and return timeframes. Please reach out to us directly through our support link so we can look into this for you in real-time.,The historical evidence provides a standard support link and empathetic phrasing to handle delivery and return timeline concerns.,0.2592778705375809
