tweet_id,parent_text,customer_text,intent,escalation,escalation_reason,label_status,labeler,label_timestamp,confidence,notes,ai_intent,ai_escalation,ai_escalation_reason,ai_confidence
2508105,"@211344 Hello David! I'm sorry to hear that the trial did not pan out as it should have due to these delivery concerns. Upon your reporting this to us, we'll forward the details to the proper team that will review internally on your behalf. Have your orders been resolved? ^TM",@AmazonHelp Still trying. Changing deliver from yours to UPS or Fed Ex. But your customer service team can’t quickly help me. They all admit flaws in your system. I’d love to talk to a bigger boss who actually can do something.,delivery_issue,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:37.743037+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`). | Final semantic audit: intent non_action_or_context -> delivery_issue,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
959386,@347621 ご参考までにAmazonが発送する場合はオプションで選択が可能です→https://t.co/PjSvlamPb8 サービス内容についてご不明点がございましたらご遠慮なくご質問ください。今後ともどうぞよろしくお願いいたします。SK,@AmazonHelp そうなんですね！これから活用していきたいと思います。ありがとうございました！,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:39.113690+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
962050,"@348284 Sorry to know you're yet to receive your order, we certainly did not expect this to happen. 1/3 ^PS",@AmazonHelp Why reschedule my order without any information and they mentioned as per customer request order reschedule,delivery_issue,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:40.784215+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`). | Final semantic audit: intent non_action_or_context -> delivery_issue,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
425081,@216150 Some items do have a longer processing time. What were you trying to place an order for so we can take a closer look? ^JZ,@AmazonHelp I spoke with someone from your leadership group.  The items are made to order and your website was incorrect.  They are addressing the issue.  TY for your reply.,non_action_or_context,no,No action required; customer confirms issue is being addressed,human_reviewed,human,2026-09-11T05:38:42.093261+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`). | Final semantic audit: escalation -> no. No action required; customer confirms issue is being addressed,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2766252,"@281039 We couldn't apprehend to your concern. Kindly let us know, where did we go wrong. We would like to work on it. ^CB",@AmazonHelp sir u refund my blance 9997. and 16.11 u agian refund amount revarece debit.,refund_issue,yes,Refund request requiring account verification,human_reviewed,human,2026-09-11T05:38:43.323486+00:00,High,Pre-filled from AI proposal (`refund_issue`).,refund_issue,yes,Refund request requiring account verification,High
1409108,@447527 Oh no! Have you tried archiving unused apps? You can learn more about managing your storage here: https://t.co/5hsSAmwPoe ^BN,@AmazonHelp  https://t.co/UtpRGE9hcf,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:44.391235+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2981839,@822421 こんにちは、Amazonです。ご利用ありがとうございます！気に入っていただけたようでうれしいです（配信間に合ってよかったですね✨） SK,"@AmazonHelp こんにちは！まさか！公式さんからコメント頂けるとは！
これ、めちゃくちゃ人気らしいですね！これからも御社のご活躍期待しております！",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:03.790581+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
516656,@239080 What's the carrier and latest tracking scan on your order shown here: https://t.co/q4LAMYLRN4? ^JN,"@AmazonHelp UPS; delayed, due between 12/2 and 12/4. Check back Thursday if not received.",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:47.863925+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
495904,"@233281 Once you fill in all the issues of the detail on that page it will give you the contact options. Normally Phone, E-mail, and Chat; if you want to reach us by phone you'll select it at the bottom of the page and input your number for our system to connect you. ^GS",@AmazonHelp I just spoke to someone thank you!,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:49.110406+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2939146,@138484 Let us know if you have not received your order by 9pm.^ES,@AmazonHelp  https://t.co/bzhvPNTrE5,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:38:51.514281+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2480144,@708749 I'm sorry to hear about the delays! Is there a particular carrier that this happens with? ^TR,"@AmazonHelp Well, just tonight, still another one... also to the Panda locker... This also lists AMZL US as carrier. https://t.co/hZAxIMps3J",delivery_issue,yes,Delivery problem requires package tracking and status check,human_reviewed,human,2026-09-11T05:45:04.168125+00:00,High,Pre-filled from AI proposal (`delivery_issue`).,delivery_issue,yes,Delivery problem requires package tracking and status check,High
2850759,"@792670 I'm so sorry about this, Becky! Please contact us here, so we can explore options together:  https://t.co/JzP7hlA23B ^SA",@AmazonHelp I contacted customer service and they have processed a refund for me. Lovely service! Thankyou ☺️,non_action_or_context,no,No action required; customer confirms refund was processed,human_reviewed,human,2026-09-11T05:45:05.581029+00:00,High,Pre-filled from AI proposal (`refund_issue`). | Final semantic audit: intent refund_issue -> non_action_or_context | Final semantic audit: escalation -> no. No action required; customer confirms refund was processed,refund_issue,yes,Refund request requiring account verification,High
1373382,@439645 What's the current order status here: https://t.co/Y5jpI9gRhE? Has an updated delivery date been provided? ^SB,@AmazonHelp Not cool at all https://t.co/02MFpAEJ97,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:06.852420+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
490536,"@231855 Chema, lamentamos este inconveniente. Si no recibes respuesta de @130687 por favor avísanos. De igual forma, si deseas puedes reportar esta situación con nuestro Servicio al Cliente. ^ES","@AmazonHelp Gracias, se me olvidaba decir que soy usuario PRIME, lo peor de todo es que esto ya me ha pasado más veces con esta agencia de transportes...la vez anterior con unos cuentos que le compre a mi hijo por su cumpleaños, llegaron 3 días tardes, se lo tuve que dar pasado su cumpleaños",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:07.494117+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1072661,"@165817 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^HA",@AmazonHelp Thx for info.I'll follow.Kindly consider this request and initiate the refund process and make a note I didn't received this item @115850,refund_issue,yes,Refund request requiring account verification,human_reviewed,human,2026-09-11T05:38:59.537457+00:00,High,Pre-filled from AI proposal (`refund_issue`).,refund_issue,yes,Refund request requiring account verification,High
504917,"@235760 Hello, I'm sorry for the inconvenience, could you please contact our Customer Service to check this directly : https://t.co/qzuu0dgDXz ^MH","@AmazonHelp Unfortunately i do not speak french, can you tell me the correct buttons/links i've got to click?",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:39:01.039098+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
439315,@219329 I do get your concern. Could you confirm if you've received any correspondence from our team? ^MM,@AmazonHelp I haven't.,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:10.072266+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2608052,"@639137 ¡Hola, Kevin! Nos encanta consentirte. Nada mejor que pasar el fin de semana disfrutando de una buena serie. 😍 David Myers es nuestro favorito. Cuéntanos, ¿estás disfrutando de otras series? ^AA",@AmazonHelp Por ahora empezaré con Red Oakes. Y después con Mr. Robot ♥️,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:10.476310+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
958773,"@347490 Hi, sorry to hear that, can you tell us a bit more without sharing any personal or account info? ^JJ","@AmazonHelp I lost my prime, my order history (important for my business). It's been a nightmare.",account_login,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:11.894555+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`). | Final semantic audit: intent non_action_or_context -> account_login,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1379362,"@439341 I agree with you. However, we do best to deliver orders as early as possible. If you wish, you can place a new order. ^NR",@AmazonHelp No thanks. I will go for other alternatives. Thanks for all your help.,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:37.127849+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2367927,"@683416 Pourriez-vous me fournir le lien qui mène vers la page détaillée de l'article?
^MD",@AmazonHelp Vous pouvez venir en pv ?,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:37.680680+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2841812,"@790717 Pouvez-vous me confirmer su vous avez reçu le mail de confirmation de l'expédition de votre commande, s'il vous plaît ? ^SB","@AmazonHelp ah non je ne l'ai pas eu en effet, mais j'ai bien un numéro de suivi étrange ?",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:46:44.174822+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
930153,"@340681 What options were made available to you when you spoke to us on the phone? Did we provide any insight towards a solution, or set a follow up call with you? ^NC",@AmazonHelp Pretty much the same that I’m getting here. That I have no way to get a receipt for charges on a credit card in my name.,payment_issue,yes,Payment or billing charge investigation required,human_reviewed,human,2026-09-11T05:46:44.783048+00:00,High,Pre-filled from AI proposal (`payment_issue`).,payment_issue,yes,Payment or billing charge investigation required,High
1595361,"@490184 Music typically appears right away, but in some cases it can take up to 48 hours after your order has shipped. ^GG",@AmazonHelp 😣😣,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:39:13.885826+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1968346,@583218 My apologies for this. Please use the follow up e-mail received after the chat to escalate your feedback. ^DC,@AmazonHelp Is this e-mail something that’s supposed to be received right after the chat? Because I have yet to receive it.,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:39:18.352158+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
333162,"@195351 We've responded to your query here: https://t.co/D2pyuBuH45, ^NR","@AmazonHelp WHY CAN'T YOU MENTION THE ORDER VALUE,BECAUSE AFTER SOME TIME YOU WILL SAY"" AS PER CO. POLICY WE WON'T REFUND THE FULL AMOUNT"".",refund_issue,yes,Refund request requiring account verification,human_reviewed,human,2026-09-11T05:39:19.635217+00:00,High,Pre-filled from AI proposal (`refund_issue`).,refund_issue,yes,Refund request requiring account verification,High
1013777,"@359877 We want to help! You may be able to find/cancel the charge in the link ^JE sent, or contact us here: https://t.co/hApLpMlfHN ^SD","@AmazonHelp found it and cancelled, in the meantime we thought the card had been hacked, and got a new debit card.",payment_issue,yes,Order cancellation requires account-specific action,human_reviewed,human,2026-09-11T05:39:21.513335+00:00,High,Pre-filled from AI proposal (`cancel_order`). | Final semantic audit: intent cancel_order -> payment_issue,cancel_order,yes,Order cancellation requires account-specific action,High
153602,"@151162 Hi! I'm sorry to hear your item has been delayed. Just to clarify, have we missed the delivery date shown in your order confirmation email? Were you informed of the reason for the delay? ^RB","@AmazonHelp ""We intended to deliver your order 202-0976605-6919522 on 24-Nov.

We’re sorry to tell you that there may be a delay in delivering your order. Please allow an additional day or two for the parcel to arrive"".",delivery_issue,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:39:23.031814+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`). | Final semantic audit: intent non_action_or_context -> delivery_issue,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
31332,@122906 Sorry for any troubles caused! What is the latest order status showing here: https://t.co/Y5jpI9gRhE ? ^TH,@AmazonHelp Saying arriving Friday,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:46:45.459060+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2290879,@665416 We'd like to understand this better. Write to us here: https://t.co/beaaDm0muc and we'll have this checked. ^MO,@AmazonHelp Have sent it.,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:46:46.548062+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1260156,"@415248 Apologies for the inconvenience, thanks for highlighting this. ^JJ",@AmazonHelp Should perhaps have mentioned it's the .co.uk site.,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:39:27.161540+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1216300,@405401 I'm sorry about the delay. I'll be sure to share your comments on this as feedback with the team internally for a review. 1/2^OS,@AmazonHelp I don't want your sorry. I want my money back which I paid for a service which you are unable to provide.,refund_issue,yes,Refund request requiring account verification,human_reviewed,human,2026-09-11T05:45:41.909373+00:00,High,Pre-filled from AI proposal (`refund_issue`).,refund_issue,yes,Refund request requiring account verification,High
2311434,@670347 Please share your details from the link here: https://t.co/beaaDm0muc and we will assist you accordingly. ^HR,@AmazonHelp Its resolved now. Thanks. I hope it will not happen again !,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:42.297987+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2406880,"@302818 Hey there, I can help explain! The shipping method time starts when the item ships. For example, it will take up to two business days after an item ships to reach you with Two-Day Shipping. Learn more here: https://t.co/zNRGR78b3V ^JE",@AmazonHelp Seems like customer trickery and will help ppl like us to choose other stores. Anything you can do to help here?,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:39:34.221032+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
486751,"@161302 Okay, thanks for that info, Katherine! So that we can better assist you, can you please tell us which card you were approved for? ^SM","@AmazonHelp I understand the premise of confirming the card the first time you use it, though. It just stinks I couldn't use my new card for my holiday shopping.",payment_issue,yes,Payment or billing charge investigation required,human_reviewed,human,2026-09-11T05:45:42.910808+00:00,High,Pre-filled from AI proposal (`payment_issue`).,payment_issue,yes,Payment or billing charge investigation required,High
2726730,@764659 I'm sorry about the situation with your order. Kindly return/replace the product using the link here: https://t.co/3yqvLnyTxi ^SG,@AmazonHelp No I don't want to replace or return I just want my money back. Refund my money immediately and tell to your people collect your article.,refund_issue,yes,Refund request requiring account verification,human_reviewed,human,2026-09-11T05:45:43.304408+00:00,High,Pre-filled from AI proposal (`refund_issue`).,refund_issue,yes,Refund request requiring account verification,High
2633224,@742037 Oh no! I'm terribly sorry for the delay! Have you spoke with UPS to see if they would need any further information to deliver?^SA,@AmazonHelp @115817 I forwarded my information to them. Still waiting for a response.,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:39:45.281869+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
963233,@348585 That's quite a remark. Were any of your issues left unaddressed? Do let us know and we'll be glad to help you. ^SQ,@AmazonHelp Without my consent my order has been delayed &amp; it's updated as on customer request. MAY I KNOW WHY? HOW DARE U GUYS TO UPDATE THE WRONG INFO,delivery_issue,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:39:46.576399+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`). | Final semantic audit: intent non_action_or_context -> delivery_issue,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2032982,@601148 I'm so sorry! We accidentally provided the wrong link. Can you try this one instead:  https://t.co/JzP7hlA23B. Please let us know if it works! ^DY,@AmazonHelp I'm already pretty angry and this is not helping at all. Do you do this to try and wind people up?,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:39:48.055930+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2129437,@489037 Hello! Does the gift card balance display your refund on your account here?: https://t.co/ecKHKGVn3L ^RM,"@AmazonHelp (1) No it does not, I also would like to know who the WH Deals shipped my order from cause I received a completed damaged item and would",product_issue,yes,Product defect or troubleshooting required,human_reviewed,human,2026-09-11T05:39:49.449453+00:00,High,Pre-filled from AI proposal (`product_issue`).,product_issue,yes,Product defect or troubleshooting required,High
281624,"@183102 Hola, lamento cualquier inconveniente, ¿ Podrías informarme si tienes algún pedido pendiente de entrega? ^AZ","@AmazonHelp Tengo un pedido pendiente de entrega para hoy,pero aqui no aparece nadie",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:39:50.582245+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1140873,@388549 Que dit le suivi de votre colis s'il vous plaît ? ^SN,@AmazonHelp Mais les colis sans grande valeur tel la coque du smartphone commandé est arrivée dans ma boîte aux lettres sans problème aujourd'hui.,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:39:52.723660+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2814475,"@784674 (*´-`).｡oO(ご存知かと思いますが、当サイトからのご請求ではございませんので、ご連絡されませんように。。。)
また、携帯大手3社をご利用の場合には、迷惑メール対策として、申告窓口を設置しています。今後受信しないためにも、各窓口へご申告ください。TY","@AmazonHelp お早い対応ありがとうございます！
助かりました！",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:39:54.169601+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1660098,@AmazonHelp Is the order shipped by Amazon or a Third-party seller? You can find out under Order Details here: https://t.co/q4LAMYLRN4 ^AM,"@AmazonHelp Damn it, people! How effing hard is it for you to actually reply to people RIGHT???? Once again, you replied to YOURSELF!!!",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:39:55.542035+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
787865,@307922 It's not uncommon for orders to depart closer to the delivery date. Please keep us posted on the arrival. ^JA,@AmazonHelp Ok!! Thank you,non_action_or_context,no,No action required for general response,human_reviewed,human,2026-09-11T05:39:56.977049+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,no,No action required for general response,Medium
2161778,"@634815 Apologies, please fill this form: https://t.co/beaaDm0muc and we'll get back to you soon. ^SI",@AmazonHelp This i have done 10 times. i have had chat and call everything but still no written confirmation on my product return request . Amazon india is cheater.. #amazonneedmy15k,return_replacement,yes,Return or replacement processing required,human_reviewed,human,2026-09-11T05:39:58.943602+00:00,High,Pre-filled from AI proposal (`return_replacement`).,return_replacement,yes,Return or replacement processing required,High
1735218,"@523970 Hi, have you received an email from an account specialist requesting information to reopen your account? ^TS",@AmazonHelp No I had an email saying I needed to fax information to Amazon from a legitimate Amazon email address before I could access my account.,account_login,yes,Account access and login verification required,human_reviewed,human,2026-09-11T05:40:00.216634+00:00,High,Pre-filled from AI proposal (`account_login`).,account_login,yes,Account access and login verification required,High
1181440,"@397845 I'm sorry for the frustration! For information and eligibility on Free Returns, please visit here: https://t.co/vKmRO3uDz8 ^AC",@AmazonHelp I know my order is eligible for a free return but I'm being charged $1 for printing the return label @ UPS? I don't own a printer??,return_replacement,yes,Return or replacement processing required,human_reviewed,human,2026-09-11T05:45:44.138631+00:00,High,Pre-filled from AI proposal (`return_replacement`).,return_replacement,yes,Return or replacement processing required,High
373287,"@204453 I'm sorry for the trouble! When you reached out to us, what options did we provide? ^GM",@AmazonHelp I spoke to someone and emailed. Nothing immediate. I have to wait to hear back. I am worried about account security.,account_login,yes,Account access and login verification required,human_reviewed,human,2026-09-11T05:45:44.683654+00:00,High,Pre-filled from AI proposal (`account_login`).,account_login,yes,Account access and login verification required,High
2859765,"@779461 I'm sorry, the account you're corresponding with in your screenshot is not an Amazon social media account. Please don't provide them with any account information. Amazon will never ask for your e-mail address over social media. ^LJ","@AmazonHelp Time to declare war, I think.",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:45.252680+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
114363,"@141423 I certainly understand your frustration! When you have the time, please ring us here: https://t.co/JzP7hlA23B so we can look into what's going on. ^HC","@AmazonHelp Already rang them, got nothing, the hatchlings are now dead so what's the point? Anyone in #doncasterisgreat could have pointed them in the right direction but your drivers don't care about animal welfare just the money. 😡 https://t.co/qFZPuF2SJw",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:51.023075+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
600310,@262369 Die Kollegen wissen schon Bescheid. Hab bitte noch etwas Geduld. Liebe Grüße ^AN,@AmazonHelp Schönen ersten Advent noch! Vielen Dank für die fixe Antwort!,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:52.602029+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
277083,@182213 We're sorry for the inconvenience. Please share your details with us here: https://t.co/GIJyeYqKE0 and we'll check this. ^ZH,@AmazonHelp Don't try to fool me. This is second time for same products. Will take up this with your CEO Mr Amit Agarwal shortly,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:40:08.643209+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
596766,"@261464 We're still here for you! Please, try reaching out using this link instead: https://t.co/9zqsKbLfFi so that we may assist with these login issues. ^JE","@AmazonHelp I have just sent an email, how long will it take to be replied to?",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:40:09.985040+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
990370,"@354594 Du sprichst deutsch, richtig? ^BL Hattst du schon mit dem Kundenservice Kontakt? ^BL","@AmazonHelp Nein hatte ich noch nicht. Kann mir aber nur schwer vorstellen, dass es sich um einen Bug handelt. Ist eher schwach programmiert.",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:40:11.341204+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1490345,"@466119 I'm so sorry for this inconvenience. Please check out the options listed in the following link. If you're still not able to locate your delivery, please let us know. https://t.co/Pan0rz2vCF ^HS",@AmazonHelp Turns out they lied about delivery time. They just dropped it off at 10:25pm. Thanks tho,delivery_issue,yes,Delivery problem requires package tracking and status check,human_reviewed,human,2026-09-11T05:45:53.158120+00:00,High,Pre-filled from AI proposal (`delivery_issue`).,delivery_issue,yes,Delivery problem requires package tracking and status check,High
1387781,@442897 Hello- Have you spoken to Seller Support regarding this matter? ^NV,"@AmazonHelp Yes, thanks. Hopefully it is getting resolved as we speak",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:53.724782+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
369270,"@198364 I'm sorry, I'm not sure I understand. Most items shipped by Amazon qualify for Two-Day shipping. Is this what you mean? ^MJ",@AmazonHelp I received a defective item before my Prime subscription expired. Have to return it. Can I reorder &amp; get 2 day ship again to replace item?,return_replacement,yes,Return or replacement processing required,human_reviewed,human,2026-09-11T05:40:16.141582+00:00,High,Pre-filled from AI proposal (`return_replacement`).,return_replacement,yes,Return or replacement processing required,High
787915,@307933 Apologies for the ordeal Guruprasath. Please share your details here: https://t.co/GIJyeYqKE0 and I'll get back to you. ^HN,@AmazonHelp 12 hours ??? @115821 @117795 @118919 https://t.co/e5arQ4QJ2n,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:45:54.108156+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
13144,@118701 Thanks for submitting the details. We've received your details and we'll reach out to you soon. ^GK,@AmazonHelp Sorry to have to say this. But you all are idiots. Once more email completely ignoring my query and giving template reply,non_action_or_context,yes,Insufficient context to safely resolve,human_reviewed,human,2026-09-11T05:40:19.146840+00:00,High,Pre-filled from AI proposal (`delivery_issue`). | Manual audit correction: delivery_issue -> non_action_or_context. Customer is complaining about repeated template replies; the current message does not describe a delivery problem. | Manual audit correction: escalation -> yes. Reason: Insufficient context to safely resolve,delivery_issue,yes,Delivery problem requires package tracking and status check,High
280675,@182868 Sorry for the inconvenience. Contact our support team here: https://t.co/vlvfJr4nN9 we will assist you further. ^GU,@AmazonHelp I am not able to login,account_login,yes,Account access and login verification required,human_reviewed,human,2026-09-11T05:45:54.710979+00:00,High,Pre-filled from AI proposal (`account_login`).,account_login,yes,Account access and login verification required,High
2790631,"@768712 We'd like to assist you regarding this. Please connect with our support team here: https://t.co/vlvfJr4nN9. Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR",@AmazonHelp I got the information. Thanks ...,non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:46:47.044699+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
2176351,@321570 to connect to us through the link that was provided earlier for further assistance. 2/2 ^NK,"@AmazonHelp If your company policy hurting customer sentiments and spoiling time and occassions, should this type of policy will continue or discontinue",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:46:48.669433+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
1110779,@382156 とんでもないことでございます。その他ご不明な点がありましたら、ご遠慮なくお知らせください🙏 YM,"@AmazonHelp いつも30分くらいで来てたのでなんでかなーっと思ってたところでした！
ご丁寧にありがとうございます！🙏",non_action_or_context,yes,Context-dependent message or insufficient details provided,human_reviewed,human,2026-09-11T05:46:49.746842+00:00,Medium,Pre-filled from AI proposal (`non_action_or_context`).,non_action_or_context,yes,Context-dependent message or insufficient details provided,Medium
